License First Date,Facility Status,Facility Telephone Number,Facility Number,Facility State,Regional Office,Inspection Visits,Other TypeA,Citation Numbers,POC Dates,Other TypeB,,"Complaint Information - Date, #Sub Alleg, # Inc Alleg, # TypeA, # TypeB .....",Other Visits,longitude,Facility Type,Inspection Visit Dates,Facility Zip,County Name,Facility Address,All Visit Dates,Complaint Visits,Licensee,Facility Name,Facility Administrator,Facility City,latitude,Inspect TypeB,Facility Capacity,Inspect TypeA,Total Visits,Last Visit Date,Other Visit Dates,Closed Date
6/1/1982,LICENSED,(661) 834-2272,150403669,CA,24,1,6,"82072(a)(1), 82078, 80078(a), 80078(a), 82078, 82074(c), 82072(a)(3), 80075(b), 82061(a)","02/23/2015, 07/30/2015, 02/23/2015, 12/30/2014, 03/22/2012, 08/18/2011, 06/30/2011, 04/02/2014, 03/22/2012",2,"['1', '0', '1', '0', '04/08/2014', '0', '1', '0', '0']",05/20/2015,10,-119.002254,ADULT DAY PROGRAM,02/09/2016,93307,KERN,2240 SOUTH UNION AVENUE,"02/11/2016, 02/09/2016, 07/29/2015, 07/10/2015, 02/23/2015, 02/23/2015, 12/30/2014, 03/26/2014, 01/17/2013, 12/04/2012, 12/04/2012, 03/22/2012, 08/18/2011, 06/30/2011",3,BAKERSFIELD ASSOCIATION FOR RETARDED CITIZENS,BAKERSFIELD ASSOC. FOR RETARDED CITIZENS(BARC),"HALLMAN, DOROTHY",BAKERSFIELD,35.322505,0,180,0,14,2/11/2016,"02/11/2016, 07/29/2015, 07/10/2015, 02/23/2015, 12/30/2014, 03/26/2014, 12/04/2012, 03/22/2012, 08/18/2011, 06/30/2011",
6/11/2001,CLOSED,(805) 815-3233,565800670,CA,29,0,7,"80078, 82075(a), 82078, 82065.5, 82054(c), 82072(a)(3), 82088(a)(1), 82087(a)(3), 82022(a)","06/28/2011, 04/17/2015, 08/30/2013, 02/04/2013, 01/16/2013, 01/31/2013, 01/18/2013, 01/18/2013, 05/19/2014",1,"['0', '1', '0', '0', '04/20/2015', '0', '1', '0', '0', '08/20/2014', '0', '1', '0', '0', '08/20/2014', '0', '3', '0', '0', '08/01/2014', '0', '1', '0', '0', '07/13/2014', '0', '1', '0', '0', '02/07/2013', '0', '1', '0', '0', '07/08/2011', '1', '0', '1', '0']",04/24/2015,14,-119.195619,ADULT DAY PROGRAM,,93030,VENTURA,421 S. VENTURA RD. STE#30,"04/15/2015, 04/15/2015, 03/16/2015, 01/09/2015, 09/15/2014, 07/28/2014, 06/30/2014, 05/14/2014, 05/14/2014, 04/11/2014, 02/19/2014, 08/30/2013, 08/21/2013, 05/22/2013, 02/13/2013, 02/01/2013, 02/01/2013, 01/16/2013, 06/25/2012, 05/02/2012, 01/20/2012, 06/28/2011",8,BONITA BALLARD,BALLARD VOCATIONAL SERVICE CENTER,BONITA BALLARD,OXNARD,34.19821,0,30,0,22,4/15/2015,"04/15/2015, 01/09/2015, 09/15/2014, 05/14/2014, 04/11/2014, 08/30/2013, 08/21/2013, 05/22/2013, 02/13/2013, 02/01/2013, 01/16/2013, 06/25/2012, 05/02/2012, 01/20/2012",2/23/2015
2/23/2015,LICENSED,(805) 815-3233,565801913,CA,29,0,0,,,0,,No Complaints,4,-118.251076,ADULT DAY PROGRAM,,93030,VENTURA,"3151 WEST 5TH STREET, #102","01/20/2016, 09/17/2015, 09/04/2015, 05/01/2014",0,"BALLARD, BONITA",BALLARD VOCATIONAL SERVICE CENTER,BONITA BALLARD,OXNARD,34.048471,0,60,0,4,5/16/2016,"01/20/2016, 09/17/2015, 09/04/2015, 05/01/2014",
8/14/1997,LICENSED,(760) 256-1030,366401845,CA,18,2,1,82019(e)(1),04/11/2014,0,,No Complaints,3,-116.999192,ADULT DAY PROGRAM,"08/17/2015, 06/18/2013",92311,SAN BERNARDINO,120 CAL AVENUE,"08/17/2015, 04/11/2014, 06/18/2013, 01/11/2012, 08/01/2011",0,BARSTOW EMPLOYMENT SPECIALIZED TRAINING OPPORTUNIT,BARSTOW EMPLOYMENT SPECIALIZED TRAINING OPPORTUNIT,KARIN ETHERIDGE,BARSTOW,34.889666,0,48,0,5,8/17/2015,"04/11/2014, 01/11/2012, 08/01/2011",
9/2/2010,LICENSED,(951) 735-5084,336424627,CA,18,1,0,,,0,"['0', '1', '0', '0']",07/16/2014,4,-121.284417,ADULT DAY PROGRAM,09/30/2011,92882,RIVERSIDE,1121 BRADFORD CIRCLE,"03/02/2015, 12/12/2014, 07/21/2014, 03/06/2014, 04/18/2012, 09/30/2011",1,MITZIE YODITES,BASIC OCCUPATIONAL TRAINING CENTER,"YODITES, MITZIE",CORONA,38.102978,0,65,0,6,3/2/2015,"03/02/2015, 12/12/2014, 07/21/2014, 04/18/2012",
4/26/2004,CLOSED,(951) 788-2349,336408864,CA,18,1,2,"82075(a), 82078","04/22/2014, 04/22/2014",0,"['0', '1', '0', '0']",01/09/2016,10,-117.349395,ADULT DAY PROGRAM,01/22/2013,92501,RIVERSIDE,1044 E. LA CADENA,"01/06/2016, 10/14/2014, 04/15/2014, 04/15/2014, 12/15/2013, 07/01/2013, 01/22/2013, 11/26/2012, 11/07/2012, 09/25/2012, 04/18/2012, 10/19/2011",1,MITZIE YODITES AS THE BASIC OCCUPATIONAL TRAINING,BASIC OCCUPATIONAL TRAINING CENTER,MITZIE YODITES,RIVERSIDE,34.003645,0,90,0,12,1/6/2016,"10/14/2014, 04/15/2014, 04/15/2014, 12/15/2013, 07/01/2013, 11/26/2012, 11/07/2012, 09/25/2012, 04/18/2012, 10/19/2011",4/15/2015
4/15/2015,LICENSED,(951) 788-2349,336426342,CA,18,0,4,"82061(A)(1)(e), 82061(a)(1)(E), 82078, 82078","10/28/2015, 10/28/2015, 10/28/2015, 10/28/2015",0,,No Complaints,4,-117.349395,ADULT DAY PROGRAM,,92507,RIVERSIDE,1044 E. LA CADENA,"04/08/2016, 10/27/2015, 08/03/2015, 12/12/2014",0,"YODITES & ASSOCIATES MANAGEMENT, LLC.",BASIC OCCUPATIONAL TRAINING CENTER,MITZIE YODITES,RIVERSIDE,34.003645,0,90,0,4,4/8/2016,"04/08/2016, 10/27/2015, 08/03/2015, 12/12/2014",
5/21/2004,LICENSED,(951) 487-2725,336409381,CA,18,1,0,"82065.1 (d)(a), 82064 (d), 82088(a)(1), 82076 (13)	, 80076(a)(7)","06/16/2016, 06/16/2016, 06/02/2016, 06/02/2016, 06/02/2016",0,"['0', '2', '0', '0']",02/21/2014,6,-116.96673,ADULT DAY PROGRAM,05/26/2016,92583,RIVERSIDE,1215 BUENA VISTA,"05/26/2016, 09/17/2015, 01/13/2015, 09/22/2014, 07/18/2014, 01/23/2014, 04/16/2013, 04/16/2013",1,"YODITES & ASSOCIATES MANAGEMENT, LLC",BASIC OCCUPATIONAL TRAINING CENTER SAN JACINTO,MITZIE YODITES,SAN JACINTO,33.775345,5,45,0,8,5/26/2016,"09/17/2015, 01/13/2015, 09/22/2014, 07/18/2014, 04/16/2013, 04/16/2013",
5/21/2004,LICENSED,(951) 657-8028,336409382,CA,18,2,1,"82019(e)(3), 80078(a)","04/28/2016, 12/15/2015",0,"['0', '1', '0', '0']",01/29/2014,20,-117.254994,ADULT DAY PROGRAM,"04/27/2016, 06/24/2015",92571,RIVERSIDE,1323 JET WAY,"05/24/2016, 04/27/2016, 12/29/2015, 12/15/2015, 12/01/2015, 10/29/2015, 10/26/2015, 10/16/2015, 06/24/2015, 06/24/2015, 10/14/2014, 01/16/2014, 01/16/2014, 11/01/2013, 10/09/2013, 06/27/2013, 12/13/2012, 11/16/2012, 09/26/2012, 07/25/2012, 05/10/2012, 05/03/2012, 04/18/2012",1,"YODITES & ASSOCIATES MANAGEMENT, LLC","BASIC OCCUPATIONAL TRAINING CENTER, INC.",MITZIE YODITES,PERRIS,33.863774,0,105,1,23,5/24/2016,"05/24/2016, 12/29/2015, 12/15/2015, 12/01/2015, 10/29/2015, 10/26/2015, 10/16/2015, 06/24/2015, 10/14/2014, 01/16/2014, 01/16/2014, 11/01/2013, 06/27/2013, 12/13/2012, 11/16/2012, 09/26/2012, 07/25/2012, 05/10/2012, 05/03/2012, 04/18/2012",
8/13/2009,LICENSED,(510) 830-6068,019200344,CA,15,1,0,"?1568.092, 82087(a)(3)(A), 82064(d), 82075(g)(1), 82065.1(d)(1), 82066(a), 82076 (a)(1), 82087(a)","06/03/2014, 06/03/2014, 06/10/2014, 06/10/2014, 06/10/2014, 06/10/2014, 06/10/2014, 06/10/2014",0,"['0', '2', '0', '0', '08/04/2014', '1', '0', '1', '0']",11/07/2014,0,-122.198052,ADULT DAY PROGRAM,06/03/2014,94601,ALAMEDA,5607 HOLWAY STREET,"10/29/2014, 06/03/2014, 06/03/2014",2,COMMUNITY HOUSING ALTERNATIVES INC.,BAY AREA ADULT DAY PROGRAM,CARLA HENRY,OAKLAND,37.769619,6,18,1,3,10/29/2014,,
6/15/2010,LICENSED,(831) 475-0888,445202097,CA,26,3,0,"82087(a)(3), 82023(d)(2), 82075(f)","06/18/2014, 06/18/2014, 05/22/2013",0,"['0', '1', '0', '0']",10/06/2015,10,-121.982126,ADULT DAY PROGRAM,"06/09/2015, 06/17/2014, 05/21/2013",95062,SANTA CRUZ,2301 17TH AVE.,"09/29/2015, 06/09/2015, 01/27/2015, 12/17/2014, 11/10/2014, 11/10/2014, 09/29/2014, 06/17/2014, 06/06/2014, 04/25/2014, 03/05/2014, 08/02/2013, 05/21/2013, 04/03/2012",1,MICHAEL CARLONE,BAYSIDE ADULT DAY ACTIVITY PROGRAM,DAN DORAN,SANTA CRUZ,36.982889,2,60,1,14,9/29/2015,"01/27/2015, 12/17/2014, 11/10/2014, 11/10/2014, 09/29/2014, 06/06/2014, 04/25/2014, 03/05/2014, 08/02/2013, 04/03/2012",
1/2/1997,LICENSED,(818) 843-4907,197601136,CA,31,2,1,"82064(c)(4),(6), 80065(a), 82064(c)(4),(6), 82072(a)(3), 82072(a)(1) , 80072(a)(3), 82061(a)(1)(D), 82066(a)(10), 80061(a)","09/24/2013, 09/24/2013, 09/24/2013, 09/24/2013, 09/24/2013, 02/03/2015, 09/30/2013, 02/01/2016, 01/04/2015",1,"['1', '0', '0', '0', '10/31/2014', '0', '1', '0', '0', '10/17/2013', '1', '0', '5', '1']",03/17/2015,3,-118.319999,ADULT DAY PROGRAM,"03/29/2012, 01/25/2016",91504,LOS ANGELES,230 E. AMHERST DR.,"01/25/2016, 11/12/2015, 02/03/2015, 01/28/2015, 08/21/2014, 09/23/2013, 06/04/2013, 03/29/2012",3,BURBANK CENTER FOR THE RETARDED,BCR  A PLACE TO GROW ,JULIE LARSEN,BURBANK,34.190552,1,60,0,8,3/24/2016,"11/12/2015, 01/28/2015, 06/04/2013",
,CLOSED,(714) 288-4200,306004602,CA,22,0,0,,,0,,No Complaints,0,-118.032717,ADULT DAY PROGRAM,,90623,ORANGE,24 CENTERPOINTE DRIVE,,0,"BEACON AUTISTIC SPECTRUM INDEPENDENCE CENTER, INC.",BEACON AUTISTIC SPECTRUM INDEPENDENCE CENTER,EDWARD MIGUEL,LA PALMA,33.861219,0,24,0,0,,,10/9/2014
5/21/2007,LICENSED,(707) 431-1345,496802029,CA,21,3,0,,,0,,No Complaints,2,-122.871107,ADULT DAY PROGRAM,"07/22/2015, 07/18/2013, 05/08/2012",95448,SONOMA,625 CENTER STREET,"07/22/2015, 07/18/2013, 07/18/2013, 12/04/2012, 05/08/2012",0,BECOMING INDEPENDENT,BECOMING INDEPENDENT-HEALDSBURG,"GRAY, APRIL",HEALDSBURG,38.616774,0,50,0,5,7/22/2015,"07/18/2013, 12/04/2012",
9/13/2005,CLOSED,(707) 524-6600,496801817,CA,21,1,0,"82019(e)(2), 82088(e)(3)","09/21/2012, 09/27/2012",0,,No Complaints,4,-122.751864,ADULT DAY PROGRAM,09/20/2012,95407,SONOMA,2194 NORTHPOINT PARKWAY,"02/25/2014, 09/20/2012, 06/22/2012, 06/22/2012, 06/22/2012",0,BECOMING INDEPENDENT,BECOMING INDEPENDENT-NORTHPOINT,"GRAY, APRIL",SANTA ROSA,38.414622,1,75,1,5,10/16/2012,"02/25/2014, 06/22/2012, 06/22/2012, 06/22/2012",7/2/2014
3/4/2004,LICENSED,(707) 524-6600,496801563,CA,21,1,2,"87205(l)(1), 82078, 82078, 82068.3(a)","03/16/2012, 10/01/2015, 06/25/2014, 07/15/2011",1,"['0', '1', '0', '0', '03/20/2012', '1', '0', '1', '0']",10/14/2015,16,-122.754666,ADULT DAY PROGRAM,02/13/2015,95407,SONOMA,1455 CORPORATE CENTER PKWY.,"04/19/2016, 12/11/2015, 09/30/2015, 09/30/2015, 09/18/2015, 08/26/2015, 02/13/2015, 08/29/2014, 06/18/2014, 02/13/2014, 05/02/2013, 12/04/2012, 11/14/2012, 10/24/2012, 08/24/2012, 03/15/2012, 01/06/2012, 01/06/2012, 06/30/2011",2,BECOMING INDEPENDENT,BECOMING INDEPENDENT-SANTA ROSA,"GRAY, APRIL",SANTA ROSA,38.41621,0,285,0,19,4/19/2016,"04/19/2016, 12/11/2015, 09/30/2015, 09/18/2015, 08/26/2015, 08/29/2014, 06/18/2014, 02/13/2014, 05/02/2013, 12/04/2012, 11/14/2012, 10/24/2012, 08/24/2012, 01/06/2012, 01/06/2012, 06/30/2011",
7/2/2014,LICENSED,(707) 524-6600,496803495,CA,21,0,0,,,0,"['0', '1', '0', '0']",12/22/2015,3,-122.754699,ADULT DAY PROGRAM,,95407,SONOMA,1425 CORPORATE CENTER PARKWAY,"09/14/2015, 09/14/2015, 04/21/2015, 03/09/2015, 06/18/2014",2,BECOMING INDEPENDENT,BECOMING INDEPENDENT-SANTA ROSA #2-VEC,"GRAY, APRIL",SANTA ROSA,38.4166,0,120,0,5,9/14/2015,"04/21/2015, 03/09/2015, 06/18/2014",
3/29/2004,LICENSED,(707) 996-5988,496801579,CA,21,2,0,"82087(a)(3), 82088(e)(1), 82087(a)","03/22/2013, 03/22/2013, 03/28/2013",0,,No Complaints,4,-122.464895,ADULT DAY PROGRAM,"03/21/2013, 03/22/2012",95476,SONOMA,355 WEST NAPA ST.,"09/30/2015, 07/29/2015, 07/09/2015, 01/06/2015, 03/21/2013, 03/22/2012",0,"BECOMING INDEPENDENT, INC",BECOMING INDEPENDENT-SONOMA VALLEY,APRIL GRAY,SONOMA,38.292047,1,60,2,6,9/30/2015,"09/30/2015, 07/29/2015, 07/09/2015, 01/06/2015",
8/27/2007,LICENSED,(626) 457-8718,198600769,CA,28,1,2,"82087(a)(3(A), 82087(a)(3), 82087(a), 82087.3, 82088(e)","03/23/2015, 03/23/2015, 09/17/2012, 09/17/2012, 04/03/2015",1,,No Complaints,2,-118.1468,ADULT DAY PROGRAM,08/15/2012,91803,LOS ANGELES,1919 PALM AVE,"09/16/2015, 03/20/2015, 08/15/2012",0,"BEHAVIOR EDUCATION & LEARNING INSTITUTE, INC",BEHAVIOR EDUCATION & LEARNING INSTITUTE,DANIELLE BERGER,ALHAMBRA,34.071409,2,75,0,3,9/16/2015,"09/16/2015, 03/20/2015",
5/21/2009,CLOSED,(530) 222-2718,455002252,CA,25,0,0,,,0,,No Complaints,0,-120.839486,ADULT DAY PROGRAM,,96002,SHASTA,1104 3RD STREET,,0,"BAKER, KAREN; MARONE, FRANK",BETA,"BAKER, KAREN",REDDING,35.331713,0,6,0,0,9/22/2009,,5/21/2013
10/25/2007,CLOSED,(530) 566-9684,045002056,CA,25,0,0,,,0,,No Complaints,0,-121.859373,ADULT DAY PROGRAM,,95926,BUTTE,"1274 NORTH CEDAR STREET, #A",,0,"BAKER, KAREN & MARONE, FRANK",BETA - CHICO,"BAKER, KAREN",CHICO,39.735322,0,6,0,0,12/2/2010,,9/11/2013
2/16/2010,LICENSED,(209) 599-7670,397004527,CA,27,3,0,,,0,,No Complaints,0,-117.761236,ADULT DAY PROGRAM,"09/04/2015, 09/23/2013, 02/16/2012",95366,SAN JOAQUIN,1010 WEST 2ND STREET,"09/04/2015, 09/23/2013, 02/16/2012",0,BETHANY HOME SOCIETY OF SAN JOAQUIN COUNTY INC,BETHANY ADULT DAY CARE,"HEATWOLE, JOYCE",RIPON,34.057287,0,12,0,3,9/4/2015,,
,CLOSED,(415) 586-4977,380501037,CA,14,1,1,"82087(a)(3), 82087(a)(3), 82087(a), 82087(a)","02/27/2012, 06/18/2012, 03/26/2012, 06/25/2012",1,,No Complaints,1,-122.446511,ADULT DAY PROGRAM,02/27/2012,94112,SAN FRANCISCO,2557 ALEMANY BLVD.,"06/18/2012, 02/27/2012",0,BETHEL CENTER FOR THE DEVELOPMENTALLY DISABLED INC,BETHEL CENTER,"LIPSCOMB, BEVERLY",SAN FRANCISCO,37.714723,1,30,1,2,6/18/2012,06/18/2012,9/17/2012
9/17/2012,CLOSED,(415) 586-4977,389210055,CA,14,3,0,"82019(f)(1), 82087(a) , 82066(d)(1)","02/05/2016, 02/12/2016, 02/12/2016",0,,No Complaints,2,-122.446511,ADULT DAY PROGRAM,"02/04/2016, 01/23/2015, 08/29/2013",94112,SAN FRANCISCO,2557 ALEMANY BLVD.,"03/21/2016, 02/04/2016, 01/23/2015, 08/29/2013, 06/18/2012",0,BETHESDA LUTHERAN COMMUNITIES-BETHEL CENTER,BETHESDA LUTHERAN COMMUNITIES-BETHEL CENTER,"LIPSCOMB, BEVERLY",SAN FRANCISCO,37.714723,2,30,1,5,3/21/2016,"03/21/2016, 06/18/2012",3/18/2016
6/30/2010,LICENSED,(559) 791-2000,107202378,CA,24,1,0,,,0,,No Complaints,1,-119.70531,ADULT DAY PROGRAM,01/24/2013,93612,FRESNO,"290 SHAW AVENUE, STE B2","01/24/2013, 01/24/2013",0,BETHESDA LUTHERAN COMMUNITIES,BETHESDA LUTHERAN COMMUNITIES-CLOVIS COMM.LIFE,"OGBEIDE, PHILIP",CLOVIS,36.808162,0,8,0,2,1/24/2013,01/24/2013,
12/8/2009,LICENSED,(530) 605-1866,455002290,CA,25,2,3,"80075(a), 82010, 82028(a))(b)(1), 82088(e)(1)","11/13/2015, 04/20/2012, 04/20/2012, 09/02/2014",0,,No Complaints,5,-122.350941,ADULT DAY PROGRAM,"08/21/2014, 02/21/2013",96002,SHASTA,"2875 CHURN CREEK ROAD, SUITE B","11/10/2015, 04/28/2015, 08/21/2014, 02/21/2013, 04/26/2012, 11/03/2011, 10/26/2011",0,"BETHESDA LUTHERAN COMMUNITIES, INC.",BETHESDA LUTHERAN COMMUNITIES-REFLECTIONS,"MCMILLS, JENNIE",REDDING,40.566083,1,30,0,7,11/10/2015,"11/10/2015, 04/28/2015, 04/26/2012, 11/03/2011, 10/26/2011",
,CLOSED,(559) 322-5611,107206857,CA,24,0,0,,,0,,No Complaints,1,-119.764333,ADULT DAY PROGRAM,,93710,FRESNO,1320 SHAW AVE. SUITE 139,11/14/2014,0,BETHESDA LUTHERAN COMMUNITIES,BETHESDA LUTHERAN COMMUNITIES - CLOVIS COMM. LIFE,"OGBEIDE, PHILIP",FRESNO,36.810213,0,8,0,1,11/14/2014,11/14/2014,1/28/2015
7/12/2013,LICENSED,(916) 627-8700,347005197,CA,27,1,0,82087(a)(3) ,03/11/2016,0,,No Complaints,3,-121.451664,ADULT DAY PROGRAM,03/10/2016,95823,SACRAMENTO,4508 BROOKFIELD DRIVE,"03/10/2016, 07/12/2013, 04/17/2013, 03/22/2013",0,BHDPC/BETTER HORIZONS DAY PROGRAM CORPORATION,BETTER HORIZONS DAY PROGRAM,"DIAZ, MONALYN",SACRAMENTO,38.482293,0,30,1,4,3/10/2016,"07/12/2013, 04/17/2013, 03/22/2013",
,CLOSED,(916) 627-8700,347004938,CA,27,0,0,,,0,,No Complaints,0,-121.419151,ADULT DAY PROGRAM,,95823,SACRAMENTO,7725 STOCKTON BLVD.,,0,BHDC (BETTER HORIZONS DEVELP. CORP),BETTER HORIZONS DAY PROGRAM,"RIVERA MARIE,BIENVENIDO,C",SACRAMENTO,38.47651,0,45,0,0,,,11/23/2011
2/23/2009,LICENSED,(408) 438-0377,435202124,CA,26,3,7,"82061(a)(1)(E), 82087(a)(3), 82087(a)(3), 82092.10, 82087(a)(3), 82088(e)(1), 82078, 82072(8)(E)(1), 82064(c)(5)(6)*, 82087c, 82019(e)(1), 82072(a)(3), 82061(b), 80061(b), 82064(d)(1), 82087(a), 82087(a), 82072(a)(3), 82065(a), 82065.1(a)(1), 82068.2(d)(1), 82026(h)(1), 82072(a)(2), 82078, 82068.2(d)(1), 82065.1(a)(1), 82072(a)(2), 82065.5, 82078, 82079(e)(1)(4), 82065(f)(4), 82065.1(d)(1), 82087(a), 82068.2(d)(1), 82078, 82066(a), 8888","09/10/2014, 12/10/2015, 01/14/2015, 01/07/2014, 01/07/2014, 01/07/2014, 04/11/2016, 01/17/2014, 01/14/2014, 09/05/2013, 08/23/2013, 08/23/2013, 08/23/2013, 06/11/2013, 12/10/2015, 12/09/2015, 02/13/2015, 01/06/2014, 01/06/2014, 04/11/2016, 04/11/2016, 04/08/2015, 07/11/2014, 07/10/2014, 07/11/2014, 07/11/2014, 06/30/2014, 06/30/2014, 06/25/2014, 01/21/2014, 01/17/2014, 01/17/2014, 09/13/2013, 09/06/2013, 09/06/2013, 08/23/2013, 08/22/2013",18,"['1', '1', '1', '0', '05/28/2014', '0', '1', '0', '0', '08/09/2013', '1', '0', '0', '1']",09/26/2014,17,-121.903944,ADULT DAY PROGRAM,"12/09/2015, 01/13/2015, 01/06/2014",95035,SANTA CLARA,1753 SOUTH MAIN STREET,"04/07/2016, 12/09/2015, 11/23/2015, 04/02/2015, 02/09/2015, 01/13/2015, 09/09/2014, 09/09/2014, 07/09/2014, 06/25/2014, 03/06/2014, 01/13/2014, 01/06/2014, 11/15/2013, 10/16/2013, 10/08/2013, 10/02/2013, 10/02/2013, 09/05/2013, 08/22/2013, 08/01/2013, 06/14/2013, 06/11/2013, 05/29/2013",4,"RESEARCH & RESULTS TEAM, LLC",BEYOND POTENTIAL LEARNING CENTER,CARMELA MAGPAYO,MILPITAS,37.406092,5,75,5,24,4/7/2016,"04/07/2016, 11/23/2015, 04/02/2015, 02/09/2015, 07/09/2014, 06/25/2014, 03/06/2014, 01/13/2014, 10/16/2013, 10/08/2013, 10/02/2013, 10/02/2013, 09/05/2013, 08/22/2013, 08/01/2013, 06/14/2013, 05/29/2013",
,CLOSED,(916) 429-2402,347005499,CA,27,0,0,,,0,,No Complaints,0,-121.451909,ADULT DAY PROGRAM,,95824,SACRAMENTO,4600 47TH AVENUE STE.111,,0,BLOSSOMDELL COMMUNITY INC.,BLOSSOMDELL COMMUNITY INC.,XIAMY LY-UANG,SACRAMENTO,38.509833,0,15,0,0,,,3/3/2015
5/19/2011,LICENSED,(909) 793-0433,366424635,CA,18,1,0,80087(a),09/14/2012,0,"['1', '0', '1', '0']",10/18/2012,0,-117.17059,ADULT DAY PROGRAM,05/26/2016,92374,SAN BERNARDINO,620 E. HIGHLAND,"05/26/2016, 09/12/2012",1,BRASWELL'S CHATEAU VILLA ADC,BRASWELL'S CHATEAU VILLA,"HEFNER, JANIE",REDLANDS,34.10973,0,30,0,2,5/26/2016,,
5/19/2011,LICENSED,(909) 793-0433,366424635,CA,19,1,0,80087(a),09/14/2012,0,"['1', '0', '1', '0']",10/18/2012,0,-117.17059,ADULT DAY PROGRAM,05/26/2016,92374,SAN BERNARDINO,620 E. HIGHLAND,"05/26/2016, 09/12/2012",1,BRASWELL'S CHATEAU VILLA ADC,BRASWELL'S CHATEAU VILLA,"HEFNER, JANIE",REDLANDS,34.10973,0,30,0,2,7/24/2014,,
5/6/2003,LICENSED,(530) 221-5251,455001380,CA,25,2,4,"82065(a), 80072(a)(1), 82065(a), 80072(a)(3), 85068.2 (b)(2), 82087(a)(3), 80072(a)(1), 85064(j)(4), 80072(a)(2), 82072, 82061(a)(1)(d), 80022(f), 82064(d), 82065.1(d)(1), H&S 1503.2, 82061(a)(1)(D) , 82061(a)(1)(D), 82079(e)(1-4)","05/31/2013, 05/31/2013, 05/02/2013, 04/19/2013, 04/19/2013, 05/29/2013, 11/08/2013, 04/19/2013, 04/19/2013, 10/31/2012, 05/31/2013, 05/22/2013, 05/25/2016, 05/25/2016, 05/25/2016, 03/04/2016, 05/02/2013, 11/23/2012",3,"['1', '0', '2', '1', '05/07/2013', '1', '0', '3', '1']",05/30/2013,13,-122.297955,ADULT DAY PROGRAM,"04/27/2016, 05/22/2013",96003,SHASTA,9560 CROSSROADS DRIVE,"04/27/2016, 02/23/2016, 10/20/2015, 04/13/2015, 10/23/2014, 12/05/2013, 11/22/2013, 11/07/2013, 07/09/2013, 05/22/2013, 05/22/2013, 05/14/2013, 04/18/2013, 04/18/2013, 12/04/2012, 10/24/2012, 08/02/2012",2,"ZIKAN, RODNEY",BRAVO PROGRAM,"ZIKAN, RODNEY",REDDING,40.565554,3,30,1,17,4/27/2016,"02/23/2016, 10/20/2015, 04/13/2015, 10/23/2014, 12/05/2013, 11/22/2013, 11/07/2013, 07/09/2013, 05/14/2013, 04/18/2013, 12/04/2012, 10/24/2012, 08/02/2012",
8/26/2005,LICENSED,(530) 221-5251,455001755,CA,25,2,1,"82075(a), 82066(g)(1), 82075(f)","02/25/2016, 08/30/2011, 08/30/2011",0,,No Complaints,4,-122.297277,ADULT DAY PROGRAM,"10/23/2014, 08/09/2011",96003,SHASTA,9552 CROSSROADS DRIVE,"02/23/2016, 12/02/2014, 10/23/2014, 02/01/2012, 09/06/2011, 08/09/2011",0,"ZIKAN, RODNEY",BRAVO PROGRAM - ACCESS CENTER,"ZIKAN, RODNEY",REDDING,40.565537,2,15,0,6,2/23/2016,"02/23/2016, 12/02/2014, 02/01/2012, 09/06/2011",
12/7/2001,LICENSED,(310) 418-3433,198203399,CA,28,1,5,"82022(a) , H&S Code 1180, 82072(a)(3)  , 82022(a) , 82072(a)(3)  , 82061(a), 82064(c)(10) , 82064(c)(10) , 82061(a), H&S Code 1180","07/31/2014, 08/08/2014, 07/31/2014, 07/24/2014, 07/24/2014, 08/08/2014, 08/08/2014, 08/23/2014, 07/31/2014, 08/23/2014",5,"['0', '1', '0', '0']",10/14/2011,3,-118.319704,ADULT DAY PROGRAM,12/09/2011,90501,LOS ANGELES,23734 ARLINGTON AVE.,"07/30/2014, 07/23/2014, 07/09/2014, 12/09/2011, 07/21/2011",1,"BETTIOL, TINA","BREAKTHROUGH SERVICES, INC.","BETTIOL, TINA",TORRANCE,33.808848,0,18,0,5,7/30/2014,"07/30/2014, 07/23/2014, 07/09/2014",
,PENDING,(323) 997-4409,197609124,CA,31,0,0,,,0,,No Complaints,1,-118.381359,ADULT DAY PROGRAM,,90069,LOS ANGELES,8730 W. SUNSET BLVD. SUITE 550,01/15/2016,0,"BREATHE WEHOTREATMENT SERVICES, LLC","BREATHE WEHO TREATMENT SERVICES, LLC",DEB HUGHES,WEST HOLLYWOOD,34.091103,0,30,0,1,1/15/2016,01/15/2016,
,PENDING,(323) 291-1221,198602221,CA,28,0,0,,,0,,No Complaints,0,-118.309089,ADULT DAY PROGRAM,,90062,LOS ANGELES,4301 S WESTERN AVE,,0,BRIGHTER DAYS ADULT CARE LLC,BRIGHTER DAYS ADULT CARE,"MIFFLIN, KEN",LOS ANGELES,34.005326,0,30,0,0,,,
